Account__c,RecordTypeId,Type__c,Status__c,CurrencyIsoCode,AutoRenewal__c,Primary__c,BillingConditions__c,InvoiceSendingMethod__c,PaymentMethod__c,SendInvoiceTo__c,BillingInstructions__c,PurchaseOrderRequired__c,PurchaseOrderReference__c,PurchaseOrderRequestDate__c,BillingBusinessName__c,BillingDepartment__c,BillingAddress__Street__s,BillingAddress__City__s,BillingAddress__PostalCode__s,BillingAddress__CountryCode__s,ShippingBusinessName__c,ShippingDepartment__c,ShippingAddress__Street__s,ShippingAddress__City__s,ShippingAddress__CountryCode__s,BillingContact__c,CashCollectionContact__c,SourceOpportunity__c
001IV000015S2SWYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,csp-fournisseurs@groupeavril.com,Redevance 2026,true,,2026-01-01,AVRIL sca,,11 rue de Monceau,PARIS,75008,FR,AVRIL sca,Facture originale électronique à,csp-fournisseurs@groupeavril.com,.,FR,003IV000010su9LYAQ,003IV000010su9LYAQ,006ci00000SrNOYAA3
001IV000015SAHPYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,cspli.lagrange@lapeyre.fr,Redevance 2026,false,,,LAGRANGE PRODUCTION sasu,,2 route de Montauban,LA MAGDELAINE SUR TARN,31340,FR,LAGRANGE PRODUCTION sasu,Facture originale électronique à,cspli.lagrange@lapeyre.fr,.,FR,003IV000010t2AqYAI,003IV000010t2AqYAI,006ci00000SrNOZAA3
001IV000015S50GYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,dany.incardona@cummins.com,Redevance 2026,false,,,MERITOR INDUSTRIAL PRODUCTS SAINT-ETIENNE sasu,,4 rue Jean Servanton,SAINT-ETIENNE,42000,FR,MERITOR INDUSTRIAL PRODUCTS SAINT-ETIENNE sasu,Facture originale électronique à,dany.incardona@cummins.com,.,FR,003IV000010tQHfYAM,003IV000010tQHfYAM,006ci00000SrNOaAAN
001IV000015S50AYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,delphine.bannier@snapon.com,Redevance 2026,false,,,SECATEURS PRADINES sasu,,1 rue Roger Deville,BAUGE EN ANJOU,49150,FR,SECATEURS PRADINES sasu,Facture originale électronique à,delphine.bannier@snapon.com,.,FR,003IV000010tQHuYAM,003IV000010tQHuYAM,006ci00000SrNObAAN
001IV000015S866YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,demat@posson.fr,Redevance 2026,false,,,POSSON PACKAGING sasu,,134 Rue d'Italie,LOUAILLES,72300,FR,POSSON PACKAGING sasu,Facture originale électronique à,demat@posson.fr,.,FR,003IV000010tIdQYAU,003IV000010tIdQYAU,006ci00000SrNOcAAN
001IV000015SAHyYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,denise.m.feder@corteva.com,Redevance 2026,false,,,CORTEVA AGRISCIENCE FRANCE SAS,,1 bis Avenue du 8 Mai 1945,GUYANCOURT,78280,FR,CORTEVA AGRISCIENCE FRANCE SAS,Facture originale électronique à,denise.m.feder@corteva.com,.,FR,003IV000010tTsjYAE,003IV000010tTsjYAE,006ci00000SrNOdAAN
001IV000015S8j4YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,dianasas.accounting@symrise.com,Redevance 2026,false,,,DIANA sasu,,10 Rue de la Ferme de Talhouet,SAINT NOLFF,56250,FR,DIANA sasu,Facture originale électronique à,dianasas.accounting@symrise.com,.,FR,003IV000010su8TYAQ,003IV000010su8TYAQ,006ci00000SrNOeAAN
001IV000015S8jBYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,e.supplierinvoice@torayfilms.eu,Redevance 2026,true,,2026-01-01,TORAY FILMS EUROPE sasu,,Place d’Arménie,SAINT-MAURICE-DE-BEYNOST,1700,FR,TORAY FILMS EUROPE sasu,Facture originale électronique à,e.supplierinvoice@torayfilms.eu,.,FR,003IV000010tSnAYAU,003IV000010tSnAYAU,006ci00000SrNOfAAN
001IV000015SADrYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,ec.invoice@maxim-gruppe.de,Redevance 2026,false,,,ELYSEE COSMETIQUES sasu,,Zac Technopole Sud,FORBACH,57600,FR,ELYSEE COSMETIQUES sasu,Facture originale électronique à,ec.invoice@maxim-gruppe.de,.,FR,003IV000010t698YAA,003IV000010t698YAA,006ci00000SrNOgAAN
001IV000015S85xYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,efact.fournisseur@acial.com,Redevance 2026,false,,,ACIAL sas,,14 avenue du Blanc,SAINT AIGNAN,41110,FR,ACIAL sas,Facture originale électronique à,efact.fournisseur@acial.com,.,FR,003IV000010t3szYAA,003IV000010tRdWYAU,006ci00000SrNOhAAN
001IV000015S507YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,eggstaett-ssc_ap_fr_invoices@fossil.com,Redevance 2026,false,,,FOSSIL FRANCE sas,,Rue du Martelberg,MONSWILLER,67700,FR,FOSSIL FRANCE sas,Facture originale électronique à,eggstaett-ssc_ap_fr_invoices@fossil.com,.,FR,003IV000010rvHOYAY,003IV000010tQHsYAM,006ci00000SrNOiAAN
001IV000015SADoYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,EICOMPTABILITE@e-i.com,Redevance 2026,false,,,EURO-INFORMATION - Européenne de Traitement de l'Information sas,Service Comptabilité,4 Rue Frédéric-Guillaume Raiffeisen,STRASBOURG,67000,FR,EURO-INFORMATION - Européenne de Traitement de l'Information sas,Facture originale électronique à,EICOMPTABILITE@e-i.com,.,FR,003IV000010su8rYAA,003IV000010su8rYAA,006ci00000SrNOjAAN
001IV000015RyE1YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,einvoice-fr@fst.com,Redevance 2026,false,,,FREUDENBERG JOINTS PLATS sas,,2 Route de Nantiat - Le Betout,CHAMBORET,87140,FR,FREUDENBERG JOINTS PLATS sas,Facture originale électronique à,einvoice-fr@fst.com,.,FR,003IV000010su9QYAQ,003IV000010su9QYAQ,006ci00000SrNOkAAN
001IV000015S6VVYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,ekasbarian@chapoutier.com,Redevance 2026,false,,,M. CHAPOUTIER sa,,18 Avenue du Docteur Paul Durand,TAIN L'HERMITAGE,26600,FR,M. CHAPOUTIER sa,Facture originale électronique à,ekasbarian@chapoutier.com,.,FR,003IV000010t22cYAA,003IV000010t22cYAA,006ci00000SrNOlAAN
001IV000015S50CYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,elodie.linet@bicworld.com,Redevance 2026,false,,,BIC RASOIRS sasu,,422 rue du Port Salut,LONGUEIL SAINTE MARIE,60126,FR,BIC RASOIRS sasu,Facture originale électronique à,elodie.linet@bicworld.com,.,FR,003IV000010tQHyYAM,003IV000010t68lYAA,006ci00000SrNOmAAN
001IV000015S85sYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,Elodie.martinerie@viskase.com,Redevance 2026,false,,,VISKASE sas,,9 Rue pierre de Coubertin,THAON-LES-VOSGES,88150,FR,VISKASE sas,Facture originale électronique à,Elodie.martinerie@viskase.com,.,FR,003IV000010tIeJYAU,003IV000010tIeJYAU,006ci00000SrNOnAAN
001IV000015S8igYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,elodie.saudain@whatscooking.group,Redevance 2026,false,,,WHAT'S COOKING FRANCE sas,,ZI espace Zuckermann,MEZIDON VALLEE D'AUGE,14270,FR,WHAT'S COOKING FRANCE sas,Facture originale électronique à,elodie.saudain@whatscooking.group,.,FR,003IV000010t2ZhYAI,003IV000010t2ZhYAI,006ci00000SrNOoAAN
001IV000015SAHkYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,em-earlymakers@factures.epithete.com,Redevance 2026,true,,2026-01-01,EARLY MAKERS GROUP sa,,23 Avenue Guy de Collonge,ECULLY,69130,FR,EARLY MAKERS GROUP sa,Facture originale électronique à,em-earlymakers@factures.epithete.com,.,FR,003IV000010rvHSYAY,003IV000010rvHSYAY,006ci00000SrNOpAAN
001IV000015RzTMYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,emeartpinv@corning.com,Redevance 2026,true,,2026-01-01,CORNING POUYET SAS,,1 Rue Gutenberg,PONTCHATEAU,44160,FR,CORNING POUYET SAS,Facture originale électronique à,emeartpinv@corning.com,.,FR,003IV000010su9PYAQ,003IV000010su9PYAQ,006ci00000SrNOqAAN
001IV000015RzTWYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,epique@roechling.com,Redevance 2026,false,,,ROCHLING INDUSTRIAL NANCY sas,,8 Rue André Fruchard,MAXEVILLE,54320,FR,ROCHLING INDUSTRIAL NANCY sas,Facture originale électronique à,epique@roechling.com,.,FR,003IV000010t4BOYAY,003IV000010t4BOYAY,006ci00000SrNOrAAN
001IV000015SJXYYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,etienne.outrequin@rdam.nestle.com,Redevance 2026,true,,2026-01-01,CENTRES DE RECHERCHE ET DEVELOPPEMENT NESTLE sas,,Rue de l'Europe - BP 47,AUBIGNY,80800,FR,CENTRES DE RECHERCHE ET DEVELOPPEMENT NESTLE sas,Facture originale électronique à,etienne.outrequin@rdam.nestle.com,.,FR,003IV000010tJacYAE,003IV000010tJacYAE,006ci00000SrNOsAAN
001IV000015SAHoYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,euroapi_ap_fr@bpopen.capgemini.com,Redevance 2026,true,,2026-01-01,EUROAPI FRANCE sasu,,32 Rue de Verdun BP 80125,SAINT-AUBIN-LES-ELBEUF,76410,FR,EUROAPI FRANCE sasu,Facture originale électronique à,euroapi_ap_fr@bpopen.capgemini.com,.,FR,003IV000010t0uxYAA,003IV000010t0uxYAA,006ci00000SrNOtAAN
001IV000015S1XOYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,extern.melanie.suc@vwfs.com,Redevance 2026,false,,,VOLKSWAGEN BANK GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,Service RH,15 avenue de la Demi-Lune,ROISSY EN FRANCE,95700,FR,VOLKSWAGEN BANK GMBH,Facture originale électronique à,extern.melanie.suc@vwfs.com,.,FR,003IV000010t23RYAQ,003IV000010t2B5YAI,006ci00000SrNOuAAN
001IV000015SAHuYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,f.gosselin@frenehard.com,Redevance 2026,false,,,FRENEHARD ET MICHAUX HOLDING sas,,Z.A. Les Bredollières,SAINT SYMPHORIEN DES BRUYERES,61300,FR,FRENEHARD ET MICHAUX HOLDING sas,Facture originale électronique à,f.gosselin@frenehard.com,.,FR,003IV000010tIiWYAU,003IV000010tIiWYAU,006ci00000SrNOvAAN
001IV000015SADsYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fabienne.richou@fromarsac.fr,Redevance 2026,false,,,FROMAGERIE DE VIHIERS sasu,,2 Route de Niort Saint-Hilaire du Bois,LYS HAUT LAYON,49310,FR,FROMAGERIE DE VIHIERS sasu,Facture originale électronique à,fabienne.richou@fromarsac.fr,.,FR,003IV000010t67oYAA,003IV000010t67oYAA,006ci00000SrNOwAAN
001IV000015S9GHYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fact.edi@aghfrance.com,Redevance 2026,false,,,ALAIN GLON HOLDING sa,,2 Rue Colonel Felix Robo,PONTIVY,56300,FR,ALAIN GLON HOLDING sa,Facture originale électronique à,fact.edi@aghfrance.com,.,FR,003IV000010su8VYAQ,003IV000010su8VYAQ,006ci00000SrNOxAAN
001IV000015RewIYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturation.fournisseur@comatelec.fr,Redevance 2026,false,,,COMATELEC SCHREDER sas,Département RH,10 Allée des Cascades,VILLEPINTE,93420,FR,COMATELEC SCHREDER sas,Facture originale électronique à,facturation.fournisseur@comatelec.fr,.,FR,003IV000010tIiUYAU,003IV000010tIiUYAU,006ci00000SrNOyAAN
001IV000015RzTgYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facture.fournisseur@perrault.fr,Redevance 2026,false,,,FROMAGERIES PERREAULT sas,,Busseau-sur-Creuse,AHUN,23150,FR,FROMAGERIES PERREAULT sas,Facture originale électronique à,facture.fournisseur@perrault.fr,.,FR,003IV000010tPaAYAU,003IV000010tPaAYAU,006ci00000SrNOzAAN
001IV000015S2eaYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facture@dig.eurolysine.com,Redevance 2026,true,,2026-01-01,EUROLYSINE sasu,Ressources Humaines,60 Rue de Vaux - CS 18018,AMIENS Cedex 2,80084,FR,EUROLYSINE sasu,Facture originale électronique à,facture@dig.eurolysine.com,.,FR,003IV000010sqKfYAI,003IV000010sqKfYAI,006ci00000SrNP0AAN
001IV000015RzTiYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facture@nutriset.fr,Redevance 2026,false,,,NUTRISET sas,,Route du Bois Ricard,MALAUNAY,76770,FR,NUTRISET sas,Facture originale électronique à,facture@nutriset.fr,.,FR,003IV000010t9wzYAA,003IV000010t9wzYAA,006ci00000SrNP1AAN
001IV000015S2eWYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturefournisseur.pdf@adeccogroup.com,Redevance 2026,false,,,PONTOON sasu,Comptabilité Fournisseur    Code analytique: A03,TSA 30014,LYON CEDEX 07,69407,FR,PONTOON sasu - Comptabilité Fournisseur,Facture originale électronique à,facturefournisseur.pdf@adeccogroup.com,.,FR,003IV000010scriYAA,003IV000010scriYAA,006ci00000SrNP2AAN
001IV000015RewRYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturefournisseur.pdf@adeccogroup.com,Redevance 2026,false,,,ADECCO OUTSOURCING sasu,G010,2 Rue Henri Legay,VILLEURBANNE,69100,FR,ADECCO OUTSOURCING,Facture originale électronique à,facturefournisseur.pdf@adeccogroup.com,.,FR,003IV000010su8bYAA,003IV000010su8bYAA,006ci00000SrNP3AAN
001IV000015MBzIYAW,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,facturefournisseur.pdf@adeccogroup.com,Redevance 2026,false,,,ADECCO FRANCE,Service fournisseurs - Code analytique DSI,TSA 80010,LYON Cedex,69307,FR,ADECCO FRANCE,Facture originale électronique à,facturefournisseur.pdf@adeccogroup.com,.,FR,003IV000010rePGYAY,003IV000010scsHYAQ,006ci00000SrNP4AAN
001IV000015RewOYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturefournisseur@aubinimprimeur.fr,Redevance 2026,false,,,AUBIN IMPRIMEUR sasu,,Chemin des 2 Croix,LIGUGE,86240,FR,AUBIN IMPRIMEUR sasu,Facture originale électronique à,facturefournisseur@aubinimprimeur.fr,.,FR,003IV000010tIicYAE,003IV000010tIicYAE,006ci00000SrNP5AAN
001IV000015RzTaYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturefournisseur@groupebrandt.com,Redevance 2026,false,,,BRANDT FRANCE sas,,89-91 Boulevard Franklin Roosevelt -   CS 30002,RUEIL-MALMAISON,92500,FR,BRANDT FRANCE sas,Facture originale électronique à,facturefournisseur@groupebrandt.com,.,FR,003IV000010tLbeYAE,003IV000010tLbeYAE,006ci00000SrNP6AAN
001IV000015S8j6YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facture-fournisseur@volkswagengroup.fr,Redevance 2026,false,,,VOLKSWAGEN GROUP FRANCE sasu,,11 Avenue de Boursone,VILLIERS- COTTERETS,2600,FR,VOLKSWAGEN GROUP FRANCE sasu,Facture originale électronique à,facture-fournisseur@volkswagengroup.fr,.,FR,003IV000010tSrYYAU,003IV000010tSrYYAU,006ci00000SrNP7AAN
001IV000015RewBYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.corrugating@vpkgroup.com,Redevance 2026,false,,,VPK CORRUGATING sasu,,ZI Rouvroy Morcourt,SAINT QUENTIN,2315,FR,VPK CORRUGATING sasu,Facture originale électronique à,factures.corrugating@vpkgroup.com,.,FR,003IV000010tRU3YAM,003IV000010t2QSYAY,006ci00000SrNP8AAN
001IV000015S8iZYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.demat@groupesylvagreg.fr,Redevance 2026,false,,,ICARE sas,Comptabilité,137 rue de l'Egalité,LOMME,59160,FR,ICARE sas,Facture originale électronique à,factures.demat@groupesylvagreg.fr,.,FR,003IV000010t2GDYAY,003IV000010tIdcYAE,006ci00000SrNP9AAN
001IV000015S2STYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.fournisseurs@ghm.fr,Redevance 2026,false,,,GHM sasu,,Rue Antoine Durenne,SOMMEVOIRE,52220,FR,GHM sasu,Facture originale électronique à,factures.fournisseurs@ghm.fr,.,FR,003IV000010t4FTYAY,003IV000010t4FTYAY,006ci00000SrNPAAA3
001IV000015RyDmYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.fournisseurs@groupe-maine.com,Redevance 2026,false,,,GROUPE MAINE sasu,,13 Rue du Pas,AMBRIERES-LES-VALLEES,53300,FR,GROUPE MAINE sasu,Facture originale électronique à,factures.fournisseurs@groupe-maine.com,.,FR,003IV000010tJXlYAM,003IV000010tJXlYAM,006ci00000SrNPBAA3
001IV000015S2eAYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.fournisseurs@pierre-fabre.com,Redevance 2026,false,,,PIERRE FABRE MEDICAMENT sas,,16 Rue Jean Rostand,GAILLAC,81600,FR,PIERRE FABRE MEDICAMENT sas,Facture originale électronique à,factures.fournisseurs@pierre-fabre.com,.,FR,003IV000010tRVPYA2,003IV000010tRVPYA2,006ci00000SrNPCAA3
001IV000015S8ixYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,factures.fournisseursabb@ironmountain.fr,Redevance 2026,true,,2026-01-01,ABB FRANCE sas,Service Comptable,324 Rue du Chat Botté - CS20400 BEYNOST,MIRIBEL CEDEX,1708,FR,ABB FRANCE sas,Facture originale électronique à,factures.fournisseursabb@ironmountain.fr,.,FR,003IV000010tSkYYAU,003IV000010tJXkYAM,006ci00000SrNPDAA3
001IV000015S8jAYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.interforum@interforum.fr,Redevance 2026,false,,,INTERFORUM sas,,92 Avenue de France,PARIS,75013,FR,INTERFORUM sas,Facture originale électronique à,factures.interforum@interforum.fr,.,FR,003IV000010su8qYAA,003IV000010su8qYAA,006ci00000SrNPEAA3
001IV000015S2SJYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures.irigo@ratpdev.com,Redevance 2026,false,,,RD ANGERS sasu,,6 rue du Bois Rinier,SAINT-BARTHÉLEMY-D'ANJOU CEDEX,49180,FR,RD ANGERS sasu,Facture originale électronique à,factures.irigo@ratpdev.com,.,FR,003IV000010t2B6YAI,003IV000010t2B6YAI,006ci00000SrNPFAA3
001IV000015S86FYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,factures.rossignol@rossignol.com,Redevance 2026,false,,,SKIS ROSSIGNOL - CLUB ROSSIGNOL sasu,Ressources Humaines,98 Rue Louis Barran,SAINT-JEAN-DE-MOIRANS,38430,FR,SKIS ROSSIGNOL - CLUB ROSSIGNOL sasu,Facture originale électronique à,factures.rossignol@rossignol.com,.,FR,003IV000010tIdXYAU,003IV000010tJZfYAM,006ci00000SrNPGAA3
001IV000015RzTZYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures@cheddite.com,Redevance 2026,false,,,CHEDDITE FRANCE sa,,99 Avenue de Lyon,BOURG-LES-VALENCE,26500,FR,CHEDDITE FRANCE sa,Facture originale électronique à,factures@cheddite.com,.,FR,003IV000010tPaPYAU,003IV000010tPaOYAU,006ci00000SrNPHAA3
001IV000015S8iRYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures@gallaud.com,Redevance 2026,false,,,SOCIETE FINANCIERE GALLAUD sas,,Zone Industrielle Les Narrons,ARGENTON SUR CREUSE,36200,FR,SOCIETE FINANCIERE GALLAUD sas,Facture originale électronique à,factures@gallaud.com,.,FR,003IV000010su9CYAQ,003IV000010su9CYAQ,006ci00000SrNPIAA3
001IV000015S8icYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures@maisonberger.fr,Redevance 2026,false,,,PRODUITS BERGER sasu,,1342 rue d'Elbeuf -   Bourgtheroulde-Infreville,GRAND-BOURGTHEROULDE,27520,FR,PRODUITS BERGER sasu,Facture originale électronique à,factures@maisonberger.fr,0,FR,003IV000010t2FfYAI,003IV000010t2FfYAI,006ci00000SrNPJAA3
001IV000015RxtaYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures@norac.fr,Redevance 2026,false,,,NORAC sas,,2 et 3 place Hoche,RENNES,35000,FR,NORAC sas,Facture originale électronique à,factures@norac.fr,.,FR,003IV000010sxGsYAI,003IV000010sxGsYAI,006ci00000SrNPKAA3
001IV000015S8iVYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures@snf.com,Redevance 2026,false,,,SNF SA - WATER SCIENCE,,"ZAC de Milieux, Rue Adrienne Bolland",ANDREZIEUX,42163,FR,SNF SA - WATER SCIENCE,Facture originale électronique à,factures@snf.com,.,FR,003IV000010su8HYAQ,003IV000010su8HYAQ,006ci00000SrNPLAA3
001IV000015RzTPYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,factures_picot@dirickx.com,Redevance 2026,false,,,PICOT sasu,,Le Bas Rocher,CONGRIER,53800,FR,PICOT sasu,Facture originale électronique à,factures_picot@dirickx.com,.,FR,003IV000010tJZxYAM,003IV000010tJZxYAM,006ci00000SrNPMAA3
001IV000015Rew7YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturesats@ats-centre.fr,Redevance 2026,false,,,APPLICATION TRAVAUX SPECIAUX - A.T.S. sas,Madame Virginie PAUL,4 impasse de la Briaudière,BALLAN MIRE,37510,FR,APPLICATION TRAVAUX SPECIAUX - A.T.S. sas,Facture originale électronique à,facturesats@ats-centre.fr,.,FR,003IV000010t23DYAQ,003IV000010t23DYAQ,006ci00000SrNPNAA3
001IV000015S86CYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,factures-fourn@groupe-eda.com,Redevance 2026,false,,,ETABLISSEMENTS GEORGES DAVID sas,,36-40 Rue des Carmes,OYONNAX,1100,FR,ETABLISSEMENTS GEORGES DAVID sas,Facture originale électronique à,factures-fourn@groupe-eda.com,.,FR,003IV000010tJZSYA2,003IV000010tJZSYA2,006ci00000SrNPOAA3
001IV000015RzTNYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,facturesfrs.france@akwel-automotive.com,Redevance 2026,true,,2026-01-01,AKWEL sa,,975 Route des Burgondes,CHAMPFROMIER,1410,FR,AKWEL sa,Facture originale électronique à,facturesfrs.france@akwel-automotive.com,.,FR,003IV000010tJZhYAM,003IV000010tJZhYAM,006ci00000SrNPPAA3
001IV000015SADtYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,facturesgerflorsas@gerflor.com,Redevance 2026,true,,2026-01-01,GERFLOR sasu,Comptabilité Fournisseur -Centre de Service Partagé,ZI du bois des lots - BP6,SAINT PAUL TROIS CHATEAUX,26130,FR,GERFLOR sasu,Facture originale électronique à,facturesgerflorsas@gerflor.com,.,FR,003IV000010su8hYAA,003IV000010tFE1YAM,006ci00000SrNPQAA3
001IV000015S8ikYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fcryo.factures@fivesgroup.com,Redevance 2026,false,,,FIVES CRYO sas,,25 rue du Fort,GOLBEY,88190,FR,FIVES CRYO sas,Facture originale électronique à,fcryo.factures@fivesgroup.com,.,FR,003IV000010t2FRYAY,003IV000010t2FRYAY,006ci00000SrNPRAA3
001IV000015S8jCYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,fgfin@dimotrans-group.com,Redevance 2026,false,,,FINANCIERE DIMOTRANS sasu,,Chemin du bois des Aies,PUSIGNAN,69282,FR,FINANCIERE DIMOTRANS sas,Facture originale électronique à,fgfin@dimotrans-group.com,.,FR,003IV000010su94YAA,003IV000010su94YAA,006ci00000SrNPSAA3
001IV000015S85vYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,finance.farmea@fareva.com,Redevance 2026,false,,,FARMEA sasu,,10 rue Bouché Thomas,ANGERS,49007,FR,FARMEA sasu,Facture originale électronique à,finance.farmea@fareva.com,.,FR,003IV000010tIeWYAU,003IV000010tIeWYAU,006ci00000SrNPTAA3
001IV000015S2SSYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,finance.fr@wavin.com,Redevance 2026,true,,2026-01-01,WAVIN FRANCE sasu,,1 ZI La Feuillouse,VARENNES SUR ALLIER,3150,FR,WAVIN FRANCE sasu,Facture originale électronique à,finance.fr@wavin.com,.,FR,003IV000010t45KYAQ,003IV000010t45KYAQ,006ci00000SrNPUAA3
001IV000015RyDtYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,financefr@csmingredients.com,Redevance 2026,true,,2026-01-01,CSM FRANCE sas,,18 Rue de la Robertsau,BISCHHEIM,67800,FR,CSM FRANCE sas,Facture originale électronique à,financefr@csmingredients.com,.,FR,003IV000010tI5QYAU,003IV000010tTqfYAE,006ci00000SrNPVAA3
001IV000015l3aLYAQ,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,fk_france@fresenius-kabi.com,Redevance 2026,false,,,FRESENIUS KABI FRANCE sas,Centre de coût 1N0308,5 PLACE DU MARIVEL,SEVRES CEDEX,92316,FR,FRESENIUS KABI FRANCE sas,Facture originale électronique à,fk_france@fresenius-kabi.com,.,FR,003IV000010su9IYAQ,003IV000010su9IYAQ,006ci00000SrNPWAA3
