Type de commande,*,Date,À ce jour,Période,Période de taxe,Type,Numéro de document,Customer Name,Compte,Mémo,Montant,SF External ID,Article,Statut,Montant (hors taxe),Montant payé,Devise,Numéro de facture,Commande client,SF Customer ID,Montant (taxe totale de la transaction),Montant (Total de la transaction),Tax Amount,Item Amount TTC,Created From ID,Quantité,Nature,Nature de la transaction,Nature,Tax Amount,Montant (taxe),Created From SF ID,File Internal ID,File Name,File Size KB,File Folder,File Type,File URL,File External ID,File Desc,File Created Date
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005789,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,227.01,,1 - GC-Pack EU - Avenant,Payé en totalité,227.01,.00,EUR,Facture #2025005789, ,001IV000015EtnpYAC,1328.16,7969.04,,ERREUR : champ non trouvé,249031,483,,,Usage,,45.40,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005789,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,3.76,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,3.76,.00,EUR,Facture #2025005789, ,001IV000015EtnpYAC,1328.16,7969.04,,ERREUR : champ non trouvé,249031,8,,,Usage,,.75,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005789,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),5166.40,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,5166.40,.00,EUR,Facture #2025005789, ,001IV000015EtnpYAC,1328.16,7969.04,,ERREUR : champ non trouvé,249031,44.195,,,Usage,,1033.27,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005789,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005789, ,001IV000015EtnpYAC,1328.16,7969.04,,ERREUR : champ non trouvé,249031,5.51,,,Usage,,.00,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005789,DOMI-00184 DOMINO GESTION,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,126.90,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,126.90,.00,EUR,Facture #2025005789, ,001IV000015EtnpYAC,1328.16,7969.04,,ERREUR : champ non trouvé,249031,270,,,Usage,,25.38,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU - Facture,7.26,,3 - myPixid EU - Facture,Payé en totalité,7.26,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,33,,,Usage,,1.45,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),4199.40,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,4199.40,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,35.923,,,Usage,,839.88,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,8.46,,2 - PPE Partenaires - Avenant,Payé en totalité,8.46,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,18,,,Usage,,1.69,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,.47,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,.47,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU - Contrat,8.93,,3 - myPixid EU - Contrat Initial,Payé en totalité,8.93,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,19,,,Usage,,1.79,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,76.14,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,76.14,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,162,,,Usage,,15.23,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),212.86,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,212.86,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,5.458,,,Usage,,42.57,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,8.93,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,8.93,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,19,,,Usage,,1.79,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,.47,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,.47,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,102.93,,1 - GC-Pack EU - Avenant,Payé en totalité,102.93,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,219,,,Usage,,20.59,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,4.033,,,Usage,,.00,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005790,EXPA-00033 RANDSTAD GROUP : SELECT TT - EXPECTRA,4110 Revenue - Usage,3 - myPixid EU - Contrat,18.80,,3 - myPixid EU - Avenant,Payé en totalité,18.80,.00,EUR,Facture #2025005790, ,001IV000015EgsQYAS,928.93,5573.58,,ERREUR : champ non trouvé,249033,40,,,Usage,,3.76,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU - Contrat,179.07,,3 - myPixid EU - Contrat Initial,Payé en totalité,179.07,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,381,,,Usage,,35.81,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,52.17,,1 - GC-Pack EU - Avenant,Payé en totalité,52.17,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,111,,,Usage,,10.43,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU - Contrat,145.23,,3 - myPixid EU - Avenant,Payé en totalité,145.23,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,309,,,Usage,,29.05,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,.94,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,.94,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,2,,,Usage,,.19,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,97.76,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,97.76,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,208,,,Usage,,19.55,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,75.20,,2 - PPE Partenaires - Avenant,Payé en totalité,75.20,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,160,,,Usage,,15.04,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU - Facture,7.70,,3 - myPixid EU - Facture,Payé en totalité,7.70,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,35,,,Usage,,1.54,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),1377.20,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,1377.20,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,11.781,,,Usage,,275.44,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,1.41,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,1.41,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,3,,,Usage,,.28,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,16.217,,,Usage,,.00,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),260.72,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,260.72,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,6.685,,,Usage,,52.14,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005791,GELI-00560 JOB AND TALENT (D2L GROUP sa - ex. GEL GROUPE),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,352.97,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,352.97,.00,EUR,Facture #2025005791, ,001IV000015DcKcYAK,510.06,3060.43,,ERREUR : champ non trouvé,249034,751,,,Usage,,70.59,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,179.07,,2 - PPE Partenaires - Avenant,Payé en totalité,179.07,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,381,,,Usage,,35.81,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,5 - Portail - Contrat,2.82,,5 - Portail - Avenant,Payé en totalité,2.82,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,6,,,Usage,,.56,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,3 - myPixid EU - Contrat,482.69,,3 - myPixid EU - Contrat Initial,Payé en totalité,482.69,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,1027,,,Usage,,96.54,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,3 - myPixid EU - Contrat,.47,,3 - myPixid EU - Attestation d'Annulation,Payé en totalité,.47,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1.1 - Pack Apporté - PYA,2484.01,,1.1 - Pack Apporté - PYA,Payé en totalité,2484.01,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,21.249,,,Usage,,496.80,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,4 - myPixid Ressources - Contrat de mission,1184.48,,4 - myPixid Ressources - Contrat de mission,Payé en totalité,1184.48,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,5384,,,Usage,,236.90,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,406.55,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,406.55,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,865,,,Usage,,81.31,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,.47,,1 - GC-Pack EU - Contrat Annulé,Payé en totalité,.47,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1.1 - Pack Apporté - Contrat,67.21,,1.1 - Pack Apporté - Avenant,Payé en totalité,67.21,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,143,,,Usage,,13.44,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,3 - myPixid EU - Contrat,.47,,3 - myPixid EU - Contrat Annulé,Payé en totalité,.47,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,5 - Portail - Contrat,1.88,,5 - Portail - Contrat Initial,Payé en totalité,1.88,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,4,,,Usage,,.38,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,3 - myPixid EU - Contrat,209.15,,3 - myPixid EU - Avenant,Payé en totalité,209.15,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,445,,,Usage,,41.83,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,4 - myPixid Ressources - SMS,.15,,4 - myPixid Ressources - SMS,Payé en totalité,.15,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,3,,,Usage,,.03,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1.1 - Pack Apporté - Contrat,645.78,,1.1 - Pack Apporté - Contrat Initial,Payé en totalité,645.78,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,1374,,,Usage,,129.16,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,58.255,,,Usage,,.00,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,4 - myPixid Ressources - Bulletin de salaire,538.65,,4 - myPixid Ressources - Bulletin de salaire,Payé en totalité,538.65,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,3591,,,Usage,,107.73,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,160.27,,1 - GC-Pack EU - Avenant,Payé en totalité,160.27,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,341,,,Usage,,32.05,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,5 - Portail - PYA T1 (0 - 1000),12.84,,5 - Portail - PYA T1 (0 - 1000),Payé en totalité,12.84,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,.395,,,Usage,,2.57,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),5768.20,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,5768.20,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,49.343,,,Usage,,1153.64,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,3.29,,2 - PPE Partenaires - Attestation d'Annulation,Payé en totalité,3.29,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,7,,,Usage,,.66,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,.47,,1 - GC-Pack EU - Attestation d'Annulation,Payé en totalité,.47,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,3.29,,2 - PPE Partenaires - Contrat Annulé,Payé en totalité,3.29,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,7,,,Usage,,.66,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,1 - GC-Pack EU - Contrat,228.42,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,228.42,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,486,,,Usage,,45.68,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,3 - myPixid EU - Facture,9.02,,3 - myPixid EU - Facture,Payé en totalité,9.02,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,41,,,Usage,,1.80,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005793,GIGR-00457 GI GROUP EUROPE : GI GROUP (ONEPI),4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),1614.48,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,1614.48,.00,EUR,Facture #2025005793, ,001IV000015MM26YAG,2800.81,16804.94,,ERREUR : champ non trouvé,249125,41.397,,,Usage,,322.90,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,3 - myPixid EU - Contrat,1.41,,3 - myPixid EU - Contrat Initial,Payé en totalité,1.41,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,3,,,Usage,,.28,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,18.80,,1 - GC-Pack EU - Contrat Initial,Payé en totalité,18.80,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,40,,,Usage,,3.76,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,1 - GC-Pack EU - Contrat,21.15,,1 - GC-Pack EU - Avenant,Payé en totalité,21.15,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,45,,,Usage,,4.23,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,.47,,2 - PPE Partenaires - Avenant,Payé en totalité,.47,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,1,,,Usage,,.09,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,3 - myPixid EU - Contrat,.94,,3 - myPixid EU - Avenant,Payé en totalité,.94,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,2,,,Usage,,.19,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,1 - GC-Pack EU - PYA T1 (0 - 1000),1818.15,,1 - GC-Pack EU - PYA T1 (0 - 1000),Payé en totalité,1818.15,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,15.553,,,Usage,,363.62,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,2 - PPE Partenaires - Contrat,1.41,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,1.41,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,3,,,Usage,,.28,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,2 - PPE Partenaires - PYA T1 (0 - 1000),10.37,,2 - PPE Partenaires - PYA T1 (0 - 1000),Payé en totalité,10.37,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,.266,,,Usage,,2.08,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005792,HAYS-00129 HAYS,4110 Revenue - Usage,3 - myPixid EU (non brandé) - PYA,.00,,3 - myPixid EU (non brandé) - PYA,Payé en totalité,.00,.00,EUR,Facture #2025005792, ,001IV000015EgsJYAS,374.53,2247.23,,ERREUR : champ non trouvé,249126,.504,,,Usage,,.00,,,,,,,,,, 
, ,31/10/2025,,Oct 2025,Oct 2025,Facture,2025005794,IZIW-01089 IZIWORK - (PROMAN DIGITAL),4110 Revenue - Usage,2 - PPE Partenaires - Contrat,174.37,,2 - PPE Partenaires - Contrat Initial,Payé en totalité,174.37,.00,EUR,Facture #2025005794, ,001IV000015DcKXYA0,952.78,5716.64,,ERREUR : champ non trouvé,249128,371,,,Usage,,34.87,,,,,,,,,, 
